Require_num,Job_description
招1人,"审批财务收支,审阅会计报表,编制预算"
招2人,具有销售专业经验3至5年以上工作时间每周上班六天，休息时间可自由调整高大上的写字楼室内办公，不需要自己开发客户，免去风吹日晒寻找客户的辛苦可以适应短期的出差，工作责任心强，能吃苦需要外出积极开发并拜访新老客户，需要较强的吃苦耐劳和抗压能力
招10人,岗位职责：1、负责学生的思想政治工作及教学、教研等方面的工作；2、承担两门以上课程的讲授任务，组织课堂讨论；3、指导学生实习、社会调查、毕业设计等工作；4、承担课程辅导和答疑，作业和考卷批改等工作；5、协助实验室的建设工作，组织和指导实验与实习教学工作；6、参加编写、审议新教材和教学参考书，主持或参与教学方法研究；7、参加学术活动撰写学术报告；8、参与教学改革的研究或改革试点工作，为教学研究新思路、新方法提供建议；9、完成教学部门主任安排的其他任务。任职资格：1、中专及以上学历，师范类院校毕业优先录取；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
招10人,1、专科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。
招5人,岗位职责：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。
招10人,岗位职责：1、负责学生的思想政治工作及教学、教研等方面的工作；2、承担两门以上课程的讲授任务，组织课堂讨论；3、指导学生实习、社会调查、毕业设计等工作；4、承担课程辅导和答疑，作业和考卷批改等工作；5、协助实验室的建设工作，组织和指导实验与实习教学工作；6、参加编写、审议新教材和教学参考书，主持或参与教学方法研究；7、参加学术活动撰写学术报告；8、参与教学改革的研究或改革试点工作，为教学研究新思路、新方法提供建议；9、完成教学部门主任安排的其他任务。任职资格：12、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
招10人,岗位职责：1、负责学生的思想政治工作及教学、教研等方面的工作；2、承担两门以上课程的讲授任务，组织课堂讨论；3、指导学生实习、社会调查、毕业设计等工作；4、承担课程辅导和答疑，作业和考卷批改等工作；5、协助实验室的建设工作，组织和指导实验与实习教学工作；6、参加编写、审议新教材和教学参考书，主持或参与教学方法研究；7、参加学术活动撰写学术报告；8、参与教学改革的研究或改革试点工作，为教学研究新思路、新方法提供建议；9、完成教学部门主任安排的其他任务。任职资格：2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
招10人,岗位职责：1、负责学生的思想政治工作及教学、教研等方面的工作；2、承担两门以上课程的讲授任务，组织课堂讨论；3、指导学生实习、社会调查、毕业设计等工作；4、承担课程辅导和答疑，作业和考卷批改等工作；5、协助实验室的建设工作，组织和指导实验与实习教学工作；6、参加编写、审议新教材和教学参考书，主持或参与教学方法研究；7、参加学术活动撰写学术报告；8、参与教学改革的研究或改革试点工作，为教学研究新思路、新方法提供建议；9、完成教学部门主任安排的其他任务。任职资格：1、专科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
招10人,岗位职责：1、协助幼儿园内的后勤服务工作；2、负责幼儿园的家庭教育指导工作；3、负责幼儿园的亲子早教工作；4、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有1年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：
招10人,岗位职责：1、协助幼儿园内的后勤服务工作；2、负责幼儿园的家庭教育指导工作；3、负责幼儿园的亲子早教工作；4、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有1年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。
招10人,1、熟练掌握办公软件和互联网的使用技巧；2、具备教育心理学知识，较强的授课能力；3、具有很强的中文表达能力，普通话标准，口齿伶俐；4、具有较强的亲和力，讲课生动活泼，知识面宽广；5、热爱教育事业，工作积极主动、责任心强。
招10人,负责学生家长的报名，咨询，后期维护工作，要高中以上学历，会市场营销类，心理学优先
招2人,任职资格：1、师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：早7:30-----下午17:30
招若干人,1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。7、英语好的优先考虑
招若干,1.持有健身教练国家资格证书；2.掌握专业的生理学、心理学、医学、营养和运动技能等方面的知识；3.具有良好的沟通能力甚至是推销能力；4.掌握一定的健身常识；5.掌握一定的教学技巧和急救技能；6.具有高度的责任心和严谨的工作态度；7.具有吃苦耐劳的工作精神；8.具有耐心和较强的服务意识；9.掌握相关健身器械的使用和维护。
招10人,岗位职责：给孩子讲授课程，备课！任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、有经验者优先；3、熟悉相关业务，熟练使用现代培训工具，具备较强的企业分析能力和课程研发能力、良好的演讲能力；4、富有激情，较强的亲和力和感染力、良好的文字和语言表达能力、沟通能力，思维敏捷；5、熟练使用办公软件，可制作课件。工作时间：每天工作8小时，双休
招2人,岗位职责：1、协助主班教师完成班级工作2、协助主教完成家园共育环节以及家长沟通工作；3、负责班级课程和教学研究工作；任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：7:20-17:40，双休，法定假日员工福利：园外园内外免费培训，除双休和法定假日外的十天年假，节假日福利，多重绩效，保险补助等。
招1人,岗位职责：1、完成班级工作2、完成家园共育环节以及家长沟通工作；3、负责班级课程和教学研究工作；任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：7:20-17:40，双休，法定假日员工福利：园外园内外免费培训，除双休和法定假日外的十天年假，节假日福利，多重绩效，保险补助等。
招2人,北京佳艺联程印刷有限公司招聘印刷后期腹膜机机长，要求品行端正，能吃苦耐劳，爱岗敬业，有3年以上工作经验。
招6人,岗位职责：对儿童有耐心和亲和力，对教育心理学有一定的了解，有幼儿教育工作经验者优先。任职资格：艺术类或师范类艺术专业毕业，有绘画功底工作时间：每周单休，具体根据课程安排面谈。
招10人,​1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、熟悉儿童生活习性，了解儿童心理；4、具有一定的文艺表演能力，普通话标准，口齿伶俐，形象佳、亲和力好；5、热爱教育事业，工作积极主动、责任心强；6、爱孩子，有爱心，有责任心；7、年龄：18—35岁有相关经验者优先！
招2人,工作内容：主要负责广告设计与文案构思职位要求：有广告设计经验者优先，具有创意思维者优先。工作时间：早上八点到十一点半，下午一点半到五点半。
招若干,热爱幼儿教师事业，热爱幼儿，有一定的亲和力，普通话标准，技能技巧全面，团队意识强任职要求：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。
招2人,岗位职责：a.热爱教学工作，有美术教学经验、教资证书者优先录用；b.具备教育心理学知识，可以独立带课；c.喜欢孩子，有亲和力；d.学习能力强，动手能力强；e.能够很好地完成公司各项工作安排；工作时间：9:30-18:30月休6天；薪资待遇：综合薪资5千以上，底薪3000+提成+带薪年假+工龄工资+五险一金，晋升空间大。
招1人,技能要求：熟悉岗位培训，office，策划，心理学，资料管理岗位职责：1、协助人力资源部拟订培训计划;2、了解公司内部培训需求，会同直属上级共同确认需求;3、协助人力资源部实施公司培训计划，并跟进培训后效果反馈;4、联系各类培训机构，办理员工外部培训事宜;5、组织培训材料，开发利用培训辅助设施;6、指导各相关部门贯彻落实各项培训项目;7、控制培训支出;8、管理培训师，监督、评价其工作方法及工作效果。9、执行培训效果评估工具，编写评估报告;10、管理员工培训档案，编制培训类报表和分析报告。职位要求：1.熟悉现代人力资源管理技术、职业教育等方面的培训。2.2年以上培训部门实际工作经验。
招5人,任职资格：1、具有丰富的教学经验和一定的教学研究工作经验；2、熟练掌握办公软件和互联网的使用技巧；3、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐；5、具有较强的亲和力，讲课生动活泼，知识面宽广；6、热爱教育事业，工作积极主动、责任心强。
招10人,任职资格：1、专科及以上学历，师范类院校毕业；2、具有一定的教学经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。8、认真完成教学主管分配的其他工作，配合主管工作。9、有较强的沟通能力，对待学生认真负责。工作时间：早8:30上班，晚5:30下班。
招若干人,☞大专或以上学历，教育，心理学、市场销售相关经验者优先；☞热爱教育行业，有教育行业产品营销经验优先；☞有良好的团队精神；☞有较强的沟通能力；☞不一定有学历，但一定有学习力。
招2人,岗位职责：1、协助机构内的后勤服务工作；2、负责机构的家庭教育指导工作；3、收集、整理机构教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。
招3人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：8:00-12:002:30-6:30
招2人,任职资格：1、专科及以上学历，师范类院校毕业；2、具有一定的教学经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。8、认真完成教学主管分配的其他工作，配合主管工作。9、有较强的沟通能力，对待学生认真负责。工作时间：早8:30上班，晚5:30下班。
招10人,【岗位职责】1、完成所在城市负责人下达的金融产品销售任务，目前的有车商贷、车分期、抵押消费贷、车保险等金融场景业务；2、跟进C端客户，并协助挑选车辆，办理金融业务3、对所负责经销商完成金融产品的培训并反馈结果4、提高58金融业务在所负责经销商的渗透率5、二手车经销商、经纪人关系的维护，新客户及新业务的拓展6、对当地的车源、市场行情进行分析、反馈7、配合其他部门业务流工作8、完成上级领导交代的其他工作【任职资格】1、大专及以上学历，有较好的学习能力2、良好的沟通能力、团队合作能力，注重客户服务，工作认真负责；有一定抗压能力3、注重客户服务，工作认真负责，能够给到客户良好的反馈4、熟悉当地二手车行；有销售、地推类相关工作经验者优先【工作地点】在汽车市场周边，靠近客户群体，能够及时有效的和客户对接，推动业务发展。
招5人,招聘要求：1.年龄在25~50岁之间，女性；2.身体健康，无不良嗜好；3.热爱母婴行业喜欢小宝宝，做事有责任心。4.不限经验。各岗位就业工资：母婴护理师：6000~19800（26天）育婴师：5000~12800（26天）早教师：6000~13000（26天）催乳师：300~800（一次）小儿推拿师：200~500（一次）产后修复师：500~800（一次）有意向的求职者，可以直接微聊和我们联系，我们看到会第一时间回复您，期待您的加入
招6人,"你是一个爱生活的女性吗?你是一个不甘落伍的女性吗?你是一个在寻找工作机会的女性吗?如果你是这样的女性，年龄在23-50岁之间，想改变现在的生活现状,就来我们妈孕妈妈这个大家庭吧!如果您愿意为生活做出努力!这里一个高薪的职位等着你!一、招聘职位：   因公司在扩大规模在招职位很多！有相关行业经验优先考虑！如：餐饮，幼师，教育专业，美容行业，推拿，中医行业，保姆，月嫂。都会优选考虑！我们可以就近分配到您附近的工作地点。 二、任职要求：1、年龄在23-50岁之间，女性；2、诚信，耐心、细心，责任心强，有较强的服务意识；3、喜欢孩子，愿意与孩子打交道；4、身体健康，无不良嗜好；5、热爱母婴行业喜欢小宝宝，做事有责任心。【注】有意向的求职者，可以直接拨打我们上方的联系电话，或者微聊和我们联系，咨询人员较多急需工作者可以直接联系联系方式发到微聊上，我们看到回第一时间回复您，期待您的加入。"
招30人,"1、负责公司产品的销售及推广；2、根据市场营销计划，完成部门销售指标；3、开拓新市场,发展新客户,增加产品销售范围；4、负责辖区市场信息的收集及竞争对手的分析；5、负责销售区域内销售活动的策划和执行，完成销售任务；6、管理维护客户关系以及客户间的长期战略合作计划。"
招若干人,美术老师能够安要求完成教学任务及其它工作。
招3人,1、大专及以上学历，38岁以下，女性；2、具有教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有一定的英文表达能力，发音标准，口齿清晰；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。
招5人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力
招3人,1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。
招若干人,任职要求：1.美术类专业本科及以上学历；2.具备丰富的美术史知识及儿童教育心理学知识，美术功底扎实，熟悉美术材料的使用；3.自备iPad/电脑+稳定且良好的网络状态+良好的上课环境；4.每周可上课时段至少8小时，需连续上满3个月以上；5.普通话标准（同时可外语或粤语授课优先考虑），沟通能力强；6.喜欢孩子，热爱少儿美术教育事业，亲和力强，知识面广，具有较强课堂应变力，善于调动少儿学习积极性；7.稳定性高、服从管理、具有较强责任感；8.具有少儿美术教学经验者优先考虑。
招4人,提供住宿，免费培训任职资格：1、具备教育心理学知识，较强的授课能力；2、具有很强的中文表达能力，普通话标准，口齿伶俐；3、具有较强的亲和力，讲课生动活泼，知识面宽广；4、热爱教育事业，工作积极主动、责任心强。
招3人,儿童美育导师1人要求，全职，工作经验不限，美术或幼教相关专业，能够关注儿童美育未来发展方向，喜欢孩子，活泼开朗，表达能力强，愿意学习。（了解心理学知识较好）成人美术导师1人要求，全职兼职均可，绘画形式多样，带作品面试。
招5人,任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。
招2人,岗位职责：1、负责幼儿的英语教学任务。2、能够辅助外教上课。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教英语教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：7：00-5：00
招10人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：周二至周日（白天）
招10人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。福利：有五险，一周休息一天半，法定假日，年底双薪，加班补助，工作环境好。工作时间：9:30-18:30
招10人,岗位职责：1、协助；2、负责幼儿园的家庭教育指导工作；3、负责幼儿园的亲子早教工作；4、收集、整理家园教育资料，并及时归档。任职资格：1、高中以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：早班9:00晚18:00，晚班中午11:00-晚20:00
招3人,1、高中以上学历，35岁以下，女性；2、熟练掌握办公软件和互联网的使用技巧；3、具备一定的教育心理学知识，热爱教育事业；4、具有一定的英文表达能力，发音标准，口齿清晰；5、具有较强的亲和力，工作积极主动、责任心强。6、有幼教从业经历者优先。
招100人,任职要求：1.美术类专业本科及以上学历；2.具备丰富的美术史知识及儿童教育心理学知识，美术功底扎实，熟悉美术材料的使用；3.自备iPad/电脑+稳定且良好的网络状态+良好的上课环境；4.每周可上课时段至少8小时，需连续上满3个月以上；5.普通话标准（同时可外语或粤语授课优先考虑），沟通能力强；6.喜欢孩子，热爱少儿美术教育事业，亲和力强，知识面广，具有较强课堂应变力，善于调动少儿学习积极性；7.稳定性高、服从管理、具有较强责任感；8.具有少儿美术教学经验者优先考虑。
招4人,【【本信息由外卖人事部发布，郑重承诺不收任何费用】工作要求：年龄18-45周岁，男女不限，身体健康，会骑电动车，会使用智能手机，并遵守交通安全，有责任心。工作内容：1.按照流程完成配送工作（把顾客订购的餐点送达至顾客手中）。2.站内统一采用系统派单模式，无需个人抢单。3.配送范围：站点周围辐射3公里，配送范围小，路线好跑，整个取餐送餐过程都有导航引导配送，系统派单更合理，无需抢单更安全。福利待遇：1.全职：9元提成+保险（三险：人身，意外，三者物损）+无押金2.送单佣金：基础佣金+单量奖+冲锋奖+雪补+午/晚高峰补助+满勤奖，每单9元，月薪7000元-10000元，公司为各位外卖兄弟提供舒适的工作环境，人性化的管理方式。3.工作地址：大庆就近分配。6.每月休息3-4天，平时有事可请假。7.工作时间：全职09:00-21:00，午晚饭口较忙，其他时间可自行安排，工作性质比较自由（包括吃饭和休息时间，实际工作时间8小时左右）
招1人,岗位职责：1、负责公司各类电脑文档的编号、打印、排版和归档；2、报表的收编以及整理，以便更好的贯彻和落实工作；3、协调会议室预定，合理安排会议室的使用；4、协助保洁员完成公共办公区、会议室环境的日常维护工作，确保办公区的整洁有序；5、完成部门经理交代的其它工作。任职资格：1、形象好，气质佳，年龄在20-30岁；2、1年以上相关工作经验，文秘、行政管理等相关专业优先考虑；3、熟悉办公室行政管理知识及工作流程，具备基本商务信函写作能力及较强的书面和口头表达能力；4、熟悉公文写作格式，熟练运用OFFICE等办公软件；5、工作仔细认真、责任心强、为人正直。工作时间：8:30—5:30
招1人,岗位职责：1、制定公司培训工作规范、流程和培训方案；2、调查培训需求，编制、调整、执行培训计划；3、开发培训课程，编制培训课件和建立企业培训资料库；4、讲授培训课程，解答疑难问题等；5、撰写培训报告，反馈、评估培训效果；6、跟进培训工作效果对培训工作进行改进。任职资格：1、高中以上学历；2、两年以上本行业培训授课经验；3、熟悉相关业务，熟练使用现代培训工具，具备较强的企业分析能力和课程研发能力、良好的演讲能力；4、富有激情，较强的亲和力和感染力、良好的文字和语言表达能力、沟通能力，思维敏捷；5、熟练使用办公软件，可制作课件。工作时间：9:00——18:00中午休息一小时，每周一天休息
招若干人,长期全职，不找兼职。早八晚五，每六天休息一天。薪资待遇2500满勤底薪+提成+其他奖金+餐补。职位要求工作内容：1、负责门店客户的接待工作；2、为0～6岁婴幼儿提供专业的游泳、沐浴、扶触等服务，做好引导和保护工作；3、为来店客户提供专业的宝宝健康咨询；4、店内日常环境的清洁与整理；5、配合店长开展门店其他日常工作；任职要求：1、女性，年龄35周岁以下，身体健康，体貌端正，无不良嗜好和习惯；2、口齿清晰，有一定的表达能力；3、喜欢孩子，性情温和富有耐心；4、工作认真细致、责任心强；5、招聘护理专业的（有育儿经验、护士、育婴室、幼教等职业资格证书者及相关行业从业经验者优先录用！）
招1人,熟悉油田设备及水处理设备工艺流程，能够独立完成设备加工图及辅助资料的完善，有相关工作经验者优先
招10人,岗位职责：岗位职责：提供食宿任职资格：1、年龄18-33岁，女性，身体健康，形象气质佳；2、熟练掌握本岗位工作流程，具备本岗位所需的专业技术能力；3、热爱本职工作、工作勤恳、有责任心
招10人,岗位职责：、熟悉本岗位职责和日常工作情况，、乐于学习，积极参加各项培训，不断提高服务技能，任职资格：1、年龄18-32岁，身体健康，形象气质佳；2、熟练掌握本岗位工作流程，具备本岗位所需的专业技术能力；3、热爱本职工作、工作勤恳、有责任心4、具有服务员工作经验优先，
招10人,高薪招聘：正式启航，想要更高提成待遇的，可以联系我了，诚信做人，合作共赢，现面向各个地方大量招聘：女服务员，保底工资6000-12000＋待遇优厚，无抵押金，供吃住，每个月四天公休，有无经验均可，不看你的资历，只看你的态度，欢迎带薪实地考察。广告长期有效。
招2人,有汽车维修、钣金、喷漆、汽车美容装饰工作经验，具备基本的技术知识；并熟悉汽车售后车间的相关流程和业务，吃苦耐劳；有较强的技术能力及学习能力。
招若干人,"1、热爱幼儿教育事业,喜爱孩子,具备幼儿心理学专业知识及良好的幼儿教育专业技能;2、具有良好的语言表达能力,善于与人沟通交流;3、具有较强的学习能力和团队合作精神;4、五官端正,有较好的外形和气质,性格活泼;5、能适应周末不休息,休息日设在平时"
招10人,"岗位要求：1、专科及以上学历,学前教育、音乐、舞蹈、表演、艺术、英语、心理学等相关专业优先考虑；2、有教师资格证书、普通话达到二级乙等；3、五项全能优秀（弹唱、跳舞、讲故事、绘画和手工）；4、热爱早教事业，有爱心、耐心、责任心，认同企业文化及企业价值观；5、核心素质要求：具有较强的亲和力，有爱心、进取心、待人热情，沟通和学习能力强。6、有相关亲子教育经验者优先。工作职责：1、组织幼儿的教学活动，并积极引导家长，及时反馈问题及建议；2、参加园所的备课与做课；3、做好与家长和幼儿的沟通工作。晋升通道：亲子教师---教学主管---园长助理---执行园长---园长该职位一经录用，将获得北京总部的标准化培训后方能上岗，并定期进行员工培训，获取前沿的教育理念，不断完善教学方法，提升自我修养和专业水平。"
招5人,1、本科及以上学历，师范类院校毕业优先；2、公司提供培训，未来会培养为具有丰富的教学经验和一定的教学研究工作经验能够独带班的学科老师。3、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐同时英文发音标准；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极。
招2人,工作内容：1、会做蛋糕和各种面点小吃2、服从领导安排职位要求：1、男女不限，热爱服务工作，有经验者优先工作时间：
招5人,"岗位职责：1、负责搜集新客户的资料并进行沟通，开发新客户；2、通过电话与客户进行有效沟通了解客户需求,寻找销售机会并完成销售业绩；3、维护老客户的业务，挖掘客户的较大潜力；4、定期与合作客户进行沟通，建立良好的长期合作关系。任职资格：1、20-30岁，口齿清晰，普通话流利，语音富有感染力；2、对销售工作有较高的热情；3、具备较强的学习能力和优秀的沟通能力；4、性格坚韧，思维敏捷，具备良好的应变能力和承压能力；5、有敏锐的市场洞察力，有强烈的事业心、责任心和积极的工作态度，有相关电话销售工作经验者优先。工作时间："
招2人,工作内容：整理相应工程数据，按要求编制工程资料。报送甲方和监理所需资料。职位要求：有相关工作经验，能独立完成工作。具有良好的沟通能力，做事情认真负责具有上进心。工作时间：早8:00-11:30下午14:00-17:30
招1人,工作内容：1、进行公司收入、支出及成本费等财务核算，对公司的经营活动、往来款项、财产物资如实进行全面的记录、反映、监督；2、负责与银行、税务等部门的对外联络，准确提供所需的各项资料，与各方保持良好的沟通及协调；3、现金及银行收付处理，制作记帐凭证，银行对帐，单据审核，开具与保管发票职位要求：1、财务、会计专业中专及以上学历，持有会计上岗证；2、能够独立进行账务处理，熟悉会计法规和税法，熟练使用财务软件；3、具有良好的学习能力、独立工作能力和财务分析能力；4、工作细致，责任感强，良好的沟通能力、团队精神；5、具有施工企业会计做账经验者优先工作时间：周一到周五早8:00-11:30下午14:00-17:30
招50人,工作地点：大理古城，下关1、男女不限年龄18-40岁以内有无经验均可，我们有老骑手带；2、熟悉当地地形，自备电动车或者摩托车及智能手机；3、有良好的服务意识，能吃苦耐劳。4，身体健康，无不良记录，无犯罪记录、持有效餐饮健康证。晋升空间：骑手-组长-储备站长-站长-运营经理只有你做不到的，没有你想想不到的！
招10人,1、开拓医美行业业务、与客户、美业/百业间建立良好合作关系。2、负责线下推广、寻求需要的渠道合作。3、完成领导安排的工作。4、热爱医疗美容行业，有销售经验者优先。
