Job_name,Company,Region,Salary,Job_Category,Welfare,Edu_require,Experience,Require_num,Job_description
北大街|诚聘书法老师缴纳五险,南通艺卓艺术培训有限公司,南通,3000-5000元/月,教师/助教,None,不限,不限,招20人,1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作地点：北濠桥校区港闸校区通州校区兴仁校区有意者可以直接电联资源工作就近分配
崇川区|钢琴老师,南通市崇川区紫东幼儿园,南通,面议,教师/助教,"五险一金,包吃,饭补,加班补助",大专,1-2年,招2人,任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、具备教育心理学知识，较强的授课能力；4、具有很强的中文表达能力，普通话标准，口齿伶俐；5、具有较强的亲和力，讲课生动活泼，知识面宽广；6、热爱教育事业，工作积极主动、责任心强。工作时间：周一至周五下午16:00以后周六周日全天
通州|英语和语文老师,南通市通州区导航教育培训中心,南通,面议,教师/助教,"五险一金,加班补助",大专,不限,招4人,任职资格：1、大专及以上学历，师范类院校毕业优先；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：一周40小时
通州|南通通州文峰肯德基送餐员,大连同达,南通,5500-7000元/月,餐饮,None,不限,不限,招5人,工作内容：将餐品完整准时的送达顾客。职位要求：18-50周岁，能适应快节奏的工作，有服务意识，会操作智能手机，熟悉路线，吃苦耐劳，踏实稳定，自备电瓶车.------------------------------------------------------------------------------全职5名，8元一单，多劳多得，招满即止，有意者从速！工作时间12小时，根据门店实际情况排定，做六休一。【过年期间可以上班】------------------------------------------------------------------------------兼职员工若干名（包括实习生）工作时间：中午;夜班。周六日、节假日、寒暑假都可以（具体时间面议）兼职收入:7.5元一单，赚多少你来决定！【过年期间可以上班】------------------------------------------------------------------------------从小鲜肉到成熟男士的蜕变从即刻开始！
万达广场|包车通州万达肯德基送餐员,大连同达,南通,5000-8000元/月,餐饮,五险一金,不限,不限,招10人,岗位职责：快速，准确，友善的将产品送到顾客的手中任职资格：18-45周岁，男性，有健康证，会使用智能手机，诚实守信，服从公司及餐厅的管理！工作时间：全职：7：00-19：00，或10：00-22：00做六休一。兼职：能提供高峰餐点时间，兼职7.5元一单。
唐闸|房产经纪人高薪+高提成,南通悟空找房,南通,10000-20000元/月,房产中介,"包住,加班补助,话补,饭补,包吃",不限,不限,招10人,"一、任职资格1、年龄在19—40周岁，有经验者优先录用。2、诚实守信，自信乐观，吃苦耐劳抗挫折能力强，具有良好的团队精神；3、有销售推广经验者优先考虑，能承受较强的工作压力，愿意挑战高薪；4、具备高度的工作热情，较强的观察能力和应变能力。二、岗位职责1、负责房源和客户的开发和维护,接待与咨询,提供全方位、专业的房地产置业服务2、陪同客户实地看房，进行商务谈判，促成房地产经纪买卖业务；3、负责公司房源开发与积累，并与业主建立良好的业务协作关系。4、维护和开发新老客户；三、薪资福利待遇薪资待遇：保障底薪：1、基本底薪4000元/月，外加高达50%的业绩提成；月均收入：每月平均收入10000-20000/月，业绩优秀者可达数万元，上不封顶；专业带教：全面房产业务知识(房地产法规，交易按揭流程，营销实战技巧等）；备注：人员一经录用，公司将为其提供全套完善的一对一指导；正常工作时间9：00—19：00；正常享受国假；每周休一天。"
通州|爱心房产交五险一金,南通通州区爱心房产合伙企业（有限合伙）佳源都市店,南通,5000-10000元/月,房产中介,"五险一金,话补,交通补助,房补",大专,不限,招10人,工作内容：1.熟悉金沙路段，前期也培训的，之后的上岗中，努力学习房产知识，我们公司租赁买卖一手楼盘都做的。各方面的收入还可以。2.登记房子，和客户微信，电话联系，有好的资源第一时间介绍客户，获取带看，从而产生成交。职位要求：1.要勤奋也要努力这个是基本。要积极向上，做一行爱一行2.基本的电脑操作要熟悉，不熟悉的可以练习。3.要检查不放弃的心态工作时间：周一早上8.20-11.30下午2点到5.30周二到周天8.30-11.30下午2点到5.30
崇川区|多媒体/动画设计策划人员,海门市复新电脑职业培训学校,南通,10000-12000元/月,美术/设计/创意,"求职保障,包住,包吃,五险一金",大专,1-2年,招2人,工作内容：负责二维MG动画节目的内容制作，撰写创意分镜头脚本，动画场景搭建。职位要求：1、大专或以上学历，1年工作经验；2、动画、艺术设计等相关专业优先；3、思维开阔，积极向上，有良好的人际沟通能力，良好的学习能力及工作协调能力，踏实肯干的工作精神；4、具有良好的特效基础，精通运动规律，具备制作创意动画包装的能力；5、对分镜理解能力强，能够打造符合节目风格的创意二维MG动画；工作时间：上午9:00——下午6:00
通州|诚聘汽车油漆工,江苏通大车业有限公司,南通,5000-8000元/月,普工/技工,"五险一金,包吃",不限,不限,招2人,岗位职责：1、按照车间主任要求，按时按量完成生产任务，完成当日当月生产任务；2、对到店车辆进行维修工作；4、服从领导安排，完成本岗以外的技术学习任务；5、完成领导交办的临时工作。任职资格：1、中专及以上学历；2、汽车油漆从业经验1年以上，动手能力强，团队合作精神好。3、吃苦耐劳，对维修技术有执着追求，通过实践学习不断提高技能。4、严格执行车间各项维修流程，正确填写各类维修工单。
宛城区|好福利聘+英语老师,南阳市新世纪实验学校,南阳,2800-5000元/月,教师/助教,"广告,求职保障,包吃,包住,周末双休,加班补助",大专,1-2年,招9人,岗位职责：1、负责学生的思想政治工作及教学、教研等方面的工作；2、承担两门以上课程的讲授任务，组织课堂讨论；3、指导学生实习、社会调查、毕业设计等工作；4、承担课程辅导和答疑，作业和考卷批改等工作；5、协助实验室的建设工作，组织和指导实验与实习教学工作；6、参加编写、审议新教材和教学参考书，主持或参与教学方法研究；7、参加学术活动撰写学术报告；8、参与教学改革的研究或改革试点工作，为教学研究新思路、新方法提供建议；9、完成教学部门主任安排的其他任务。任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
唐河县|幼教老师,唐河县浩创智能科技有限公司,南阳,2500-4000元/月,教师/助教,周末双休,不限,不限,招3人,岗位职责：1、负责学生的思想政治工作及教学、教研等方面的工作；2、承担两门以上课程的讲授任务，组织课堂讨论；3、指导学生实习、社会调查、毕业设计等工作；4、承担课程辅导和答疑，作业和考卷批改等工作；5、协助实验室的建设工作，组织和指导实验与实习教学工作；6、参加编写、审议新教材和教学参考书，主持或参与教学方法研究；7、参加学术活动撰写学术报告；8、参与教学改革的研究或改革试点工作，为教学研究新思路、新方法提供建议；9、完成教学部门主任安排的其他任务。任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
镇平县|高薪诚聘高中各科授课老师,南阳星恒教育咨询有限公司,南阳,3000-6000元/月,教师/助教,"话补,饭补,包吃",本科,1-2年,招10人,岗位职责：1、负责学生的思想政治工作及教学、教研等方面的工作；2、承担两门以上课程的讲授任务，组织课堂讨论；3、指导学生实习、社会调查、毕业设计等工作；4、承担课程辅导和答疑，作业和考卷批改等工作；5、协助实验室的建设工作，组织和指导实验与实习教学工作；6、参加编写、审议新教材和教学参考书，主持或参与教学方法研究；7、参加学术活动撰写学术报告；8、参与教学改革的研究或改革试点工作，为教学研究新思路、新方法提供建议；9、完成教学部门主任安排的其他任务。任职资格：1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
宛城区|高薪诚聘精神科心理医生,南阳广和中西医结合医院,南阳,面议,医生,"包住,包吃,交通补助,五险一金,房补",不限,不限,招3人,一、岗位职责：1、精神科、心理科的医疗、治疗、咨询工作；  二、任职条件： 1、年龄：25岁-55岁； 2、男、女不限； 3、有执业医师资格证（执业范围为精神卫生者优先）及以上职称优先；有心理治疗师证优先；临床心理学专业优先； 4、沟通表达能力强，责任心强，具备良好的专业素养及敬业精神； 三、上班时间：行政班
宛城区|月儿湾水育早教市场专员,南阳康贝儿母婴健康管理有限公司,南阳,3500-7000元/月,市场专员/助理,"饭补,加班补助",大专,1-2年,招3人,工作内容：完成中心外部宣传异业合作接洽工作职位要求：1、大专学历或以上，心理学、幼儿教育、营销等相关专业；2、形象大方得体，男女不限，普通话标准，22-35岁之间；3、有1-2年以上的销售行业工作经历；4、良好的心理素质和抗压能力；5、具有极强的人际沟通能力、谈判能力、协调组织能力、分析能力、思路清晰、逻辑性强。
南阳|高薪诚聘幼儿教师,南阳市好孩子幼儿园,南阳,1500-2800元/月,幼教/早教,"包吃,包住,周末双休",中专,1-2年,招3人,任职资格：1、中专及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学工作经验；3、熟练掌握办公软件使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。
卧龙城区|专注力老师,时之宜教育,南阳,3000-6000元/月,教师/助教,"五险一金,加班补助",大专,1-2年,招10人,工作内容：职位要求：学前教育，幼儿心理学，有耐心，亲和力强工作时间一天8个小时
南阳|卓威教育3k诚聘幼教,南召县卓威教育咨询有限公司,南阳,3000-5000元/月,幼教/早教,"五险一金,周末双休,加班补助",中专,不限,招10人,1、具有专科以上学历，心理学，幼儿教育等相关专业。2、具有1年以上幼教教学经验者优先考虑。3、具有一定的管理经验，亲和力强。4、熟悉儿童生活习性，了解儿童心理。5、热爱教育事业，工作积极主动，责任心强。6、普通话标准。
宛城区|高薪招聘专职班主任,南阳市宛城区宏志学校,南阳,4000-4500元/月,教师/助教,"包吃,包住,五险一金",大专,不限,招6人,任职资格：1、大专及以上学历，2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。工作时间：
宛城区|心理咨询师（高薪）,南阳广和中西医结合医院,南阳,5000-10000元/月,心理医生,"五险一金,饭补,加班补助,包住,包吃",不限,不限,招5人,岗位职责：1、运用心理学的方法，对心理适应方面出现问题并企求解决问题的求询者提供心理援助2、工作范围：各种情绪障碍如焦虑、恐惧、失眠、抑郁、悲观、强迫等。任职资格：1、有心理咨询师证书；2、有心理咨询工作经验3年以上。工作时间：08:00-17:30
宛城区|行政专员,龙达置业,南阳,面议,行政专员/助理,"五险一金,包吃",大专,1-2年,招2人,工作内容：企业文化建设及绩效管理职位要求：1、人力资源、劳动经济、心理学、管理学等相关专业大专以上学历2、有企业文化和绩效管理两年以上工作经验3、能熟练使用办公软件（Word、Excel、PPT等）4、45岁以下，有驾驶经验，优先选择男性工作时间：上午8:30-12:00；下午2:30-6:30（具体根据时令会做相应调整）
宛城区|高薪诚聘幼儿教师,一方餐饮店,南阳,2000-3000元/月,幼教/早教,"包住,包吃,周末双休,交通补助,加班补助",不限,不限,招5人,1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有1年以上幼教教学经验者优先考虑；3、熟悉儿童生活习性，了解儿童心理；4、有责任心和上进心。
卧龙区|聘幼儿园行政有经验优先,河南恒天物业管理有限公司,南阳,面议,幼教/早教,"五险一金,周末双休,年底双薪",不限,不限,招5人,职位要求：1、熟练掌握办公软件和互联网的使用技巧；2、具备教育心理学知识，较强的授课能力；3、具有很强的中文表达能力，普通话标准，口齿伶俐；4、具有较强的亲和力，讲课生动活泼，知识面宽广；5、热爱教育事业，工作积极主动、责任心强。工作时间：面议工作地址：尚座花园
南阳|招聘全职钢琴老师,河南蒙特教育咨询有限公司,南阳,5000-8000元/月,音乐/美术教师,"交通补助,加班补助,饭补,话补,房补",不限,不限,招1人,"薪资待遇：底薪+餐费补助+通讯补助+考核奖+岗位工资+提成+绩效+课时费岗位要求：1、正规高校音乐专业毕业，熟悉教育学、心理学，有教师资格证较佳；2、有丰富的钢琴教学经验和较高的钢琴演奏水平，熟练运用主流教材及教法；3、形象气质佳，喜爱儿童，具有亲和力，善于沟通，普通话标准，无不良嗜好；4、具备较强的团队合作精神和服务意识。岗位职责：1.按教学大纲要求进行教学服务工作；2.按学校要求做好备课、教案填写及学员学习进度安排，学员学习情况的统计；3.负责上课期间的安全管理和教学秩序的维护；4.积极完成招生工作，负责接打电话，挖掘家长实际需求，将学校教学服务模式介绍给家长，预约家长以及学生；5.完成每日学生课后辅导及客户维护，协调教务工作；6.配合校区开展市场宣传推广工作。工作时间：平日下午半天班,周末全天，周二休息。考核与晋升：1、培训上岗2、核心教师3、资深教师4、教学主管5、运营校长教学地址：南阳市人民路南航盛德美东50路口。"
卧龙区|双休包食宿聘幼儿主教老师,南阳市卧龙区中达新城幼儿园,南阳,2000-3000元/月,幼教/早教,"包吃,包住,周末双休",不限,不限,招10人,任职资格：1、具有专科以上学历，心理学，幼儿教育等相关专业。2、具有两年以上幼教教学经验者优先考虑。3、具有一定的管理经验，亲和力强。4、熟悉儿童生活习性，了解儿童心理。5、热爱教育事业，工作积极主动，责任心强。6、普通话标准。
南阳|3k起诚聘咨询师,南召县卓威教育咨询有限公司,南阳,5000-10000元/月,招生/课程顾问,"五险一金,周末双休,加班补助",大专,不限,招5人,1、具有专科以上学历！2、具有一定的沟通能力，亲和力！3、认真细致，诚实正直，热爱教育事业！4、具有销售经验和客户服务经验者优先！
南阳|包吃住周末双休教师园长,南阳市好孩子幼儿园,南阳,1500-2600元/月,教师/助教,"包吃,包住,周末双休",中专,不限,招5人,任职资格:1、本科及以上学历，师范类院校毕业；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。有意向可直接电话联系！！！！
卧龙城区|医院运营总监,河南薇美医疗美容有限公司,南阳,20000-30000元/月,高级管理,"五险一金,加班补助,饭补",不限,不限,招2人,工作内容：医院整体运营规划扩大职位要求：有医美运营经验3年以上，有运营团队优先工作时间：9点到6点
卧龙区|保底3K招新房销售,南阳金沅房地产经纪有限公司,南阳,8000-12000元/月,销售,"交通补助,话补",不限,不限,招5人,"工作内容：1、负责公司新房的销售,有无经验均可，带薪培训，老员工一带一培训；2、了解客户需求，提供合适房源、带看，进行业务谈判；3、高中以上学历18-45岁，口齿伶俐；薪资待遇：无责底薪3000/（30%-70%提成）上班时间：8:30-12:00，13:30-18:00八小时制，每周调休一天地址：工业路林溪谷东门房快递"
唐河县|底薪一千五加提成多劳多得,南阳市宏稳商贸有限公司,南阳,3000-5000元/月,销售,"包吃,包住,话补,五险一金",不限,不限,招10人,"岗位职责：1、负责公司产品的销售及推广；2、开拓新市场,发展新客户,增加产品销售范围；3、负责销售区域内销售活动的策划和执行，完成销售任务；任职资格：1、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；2、有责任心，能承受较大的工作压力；3、有团队协作精神，善于挑战。工作时间："
宛城城区|急招双休业务员和人事助理,中信保诚人寿保险有限公司南阳中心支公司,南阳,5000-8000元/月,销售,"五险一金,周末双休",不限,不限,招2人,"岗位职责：1、负责公司产品的销售及推广；2、根据市场营销计划，完成部门销售指标；3、开拓新市场,发展新客户,增加产品销售范围；4、负责辖区市场信息的收集及竞争对手的分析；5、负责销售区域内销售活动的策划和执行，完成销售任务；6、管理维护客户关系以及客户间的长期战略合作计划。任职资格：1、大专及以上学历，市场营销等相关专业；2、1-2年以上销售行业工作经验，业绩突出者优先；3、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；4、具备一定的市场分析及判断能力，良好的客户服务意识；5、有责任心，能承受较大的工作压力；6、有团队协作精神，善于挑战。工作时间：8：30-12：0014：00-17：00"
卧龙城区|酒店诚聘前厅经理,南阳西柚酒店管理有限公司,南阳,3000-5000元/月,酒店,"饭补,包吃,年底双薪,加班补助,话补",不限,1-2年,招3人,岗位职责：1、做好消费宾客的迎、送接待工作，接受宾客各种渠道的预定并加以落实；2、详细做好预订记录；3、了解和收集宾客的建议和意见并及时反馈给上级领导；4、以规范的服务礼节，树立公司品牌优质，文雅的服务形象。任职资格：1、女性，年龄18—35周岁，身体健康，身材匀称、五官端庄，身高1、65—1、72米。2、具有良好的沟通协调能力及服务意识，反应灵敏，端庄大方、举止文雅；3、敬业乐业、具有较强的责任心和吃苦耐劳的职业素养，具备一定的英语水平。4、具备星级酒店前台工作经验或高档涉外写字楼前台接待工作经验者优先。工作时间：
卧龙城区|十月妈咪诚聘导购,郑州贝恩健康管理有限公司,南阳,3000-6000元/月,超市/百货/零售,"五险一金,加班补助",不限,不限,招2人,岗位职责:1、接待顾客，了解顾客的需求并达成销售；2、完成商品的来货验收、上架陈列摆放、退货、防损等日常营业工作；3、做好所负责区域的卫生清洁工作4、完成店铺其他日常工作。任职资格：1、有销售经验优先2、有工作热情，能吃苦耐劳。3、具有团队意识，服从领导安排4、具有一定孕婴经验者优先5、20-45岁薪酬福利：1、薪酬：底薪+高提成+职位晋升+达标奖+单项奖+年终奖+其它各项奖金2、福利：缴纳五险+生日补贴+加班补助+节日福利+带薪年假+带薪98天产假+带薪婚假+多次调薪+各种其它奖金3、职业成长：导购---店助---店长---督导4、半天班制
宛城城区|高薪聘双休销售经理/助理,中信保诚人寿保险有限公司南阳中心支公司,南阳,5000-8000元/月,销售,"五险一金,周末双休",不限,不限,招5人,岗位职责：1、负责市场调研和需求分析；2、负责年度销售的预测，目标的制定及分解；3、确定销售部门目标体系和销售配额；4、制定销售计划和销售预算；5、负责销售渠道和客户的管理；6、组建销售队伍，培训销售人员；7、评估销售业绩，建设销售团队。任职资格：1、专科及以上学历，市场营销等相关专业；2、2年以上销售行业工作经验，有销售管理工作经历者优先；3、具有丰富的客户资源和客户关系，业绩优秀；4、具备较强的市场分析、营销、推广能力和良好的人际沟通、协调能力，分析和解决问题的能力；5、有较强的事业心，具备一定的领导能力。工作时间：8：30-10：00
宛城区|高薪招聘有经验摄像师,南阳宇翔工艺品有限公司,南阳,3500-6000元/月,影视/娱乐/休闲,"周末双休,话补",不限,不限,招1人,"工作内容：岗位职责:负责策划多角度拍摄照片及小视频;1、有摄影摄像工作经验，热爱摄影摄像，时尚触觉敏锐;2、有较强的美术功底,、对工艺品色彩感觉强烈，视觉表达方面有个人独特观点;3、熟练使用Photoshop进行拍摄后期处理;4、工作认真细致、有责任感、注重效率，不接受应届生。5.年龄要求18-35岁工作时间：上午8：00-12：00下午：14：18：00冬季：下午：13：30-15:30福利：单双轮休节假日休年度国内或国外旅游"
博兴县|亲子老师/托育老师,山东孔园文化传播有限公司,博兴,3000-5000元/月,幼教/早教,"包吃,加班补助,周末双休",不限,不限,招5人,岗位职责：1、负责中心的亲子早教或托育教学工作；2、负责家校联系及客情维护工作；3、收集、整理家园教育资料，并及时归档。任职资格：1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。工作时间：
博兴市区|4K聘幼师五险+旅游,山东鑫双辉文化艺术传媒有限公司,博兴,3000-5000元/月,幼教/早教,五险一金,不限,不限,招3人,任职资格：1、中专及以上学历；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。
博兴市区|4K+五险奖金聘教务老师,山东鑫双辉文化艺术传媒有限公司,博兴,4000-8000元/月,教师/助教,"包住,包吃,五险一金,交通补助",高中,1年以下,招5人,任职资格：1、中专及以上学历；2、具有丰富的教学经验和一定的教学研究工作经验；3、熟练掌握办公软件和互联网的使用技巧；4、具备教育心理学知识，较强的授课能力；5、具有很强的中文表达能力，普通话标准，口齿伶俐；6、具有较强的亲和力，讲课生动活泼，知识面宽广；7、热爱教育事业，工作积极主动、责任心强。
博兴县|中国人寿招聘储备主管,中国人寿保险股份有限公司博兴县支公司,博兴,6000-10000元/月,人事/行政/后勤,"五险一金,年底双薪",不限,不限,招10人,"利待遇：5至8k+周末双休+保险+旅游+聚餐+带薪培训待遇优厚，有意者可直接电话联系！！！！岗位职责：1、寻找新客户资源，建立并管理客户档案；2、熟知公司产品，向潜在客户销售公司产品，完成一定的销售任务；3、通过电话沟通的方式,寻求销售机会并努力完成各项销售指标；4、通过电话和客户达成合作意向，并确定合作；5、收集销售过程中的市场信息并反馈。职位要求：1、不限学历，只要你敢来，我们就提供平台。；2、普通话标准，口齿清晰，表达能力强；3、对销售行业热爱，具有一定的开拓和学习能力；"
博兴市区|平面设计师,新世界广告,博兴,5000-8000元/月,美术/设计/创意,"包住,交通补助,饭补,加班补助",不限,不限,招若干,"能够独立完成项目创意和方案设计的相关工作,有很强的理解力、记忆力"
博乐|博乐校区初高中英语助教,哈密爱思维教育有限公司,博尔塔拉,4000-7000元/月,教师/助教,"五险一金,周末双休,加班补助",本科,3-5年,招5人,任职要求：1.一本大学毕业或二本大学优秀毕业生，师范类院校毕业生优先；2.具有至少1年以上教育行业工作经验；也可考虑具有丰富经验的应届毕业生；3.具备教育心理学知识，较强的授课能力；4.具有较强的中文表达能力，普通话标准，口齿伶俐；5.具有较强的亲和力，讲课生动活泼，知识面广；6.具有本科学士学位证；7.热爱教育事业，工作积极主动，责任心强，可塑性强。晋升通道：1、教师岗专业方向晋升通道：助理教师-铜牌教师-银牌教师-金牌教师2、教师岗管理方向晋升通道：学科组长-部门主管-分校主任-大区经理学校目前处于高速发展期，有机会1年晋升组长，2-3年晋升主管、主任，3-5年晋升分校主任。薪酬：保底工资+岗位津贴+考核奖金+年终奖+年终分红1、保底工资3500元/月。2、优秀教师月薪8000-10000元，成熟教师月薪6000-8000元，初级教师月薪4000-6000元。3、对承担管理工作的员工发放岗位津贴。4、根据工龄及贡献大小发放年终奖。福利：1、享受社会保险（养老保险、医疗保险、工伤保险、失业保险、生育保险）。2、优秀员工享受免费集体旅游。3、重要节日慰问品。4、丰富的团队活动：如爬山、球赛、短期旅行、讲课大赛等等。5、暑假7-10天带薪休假、春节7-10天带薪休假。【应聘流程】简历收集——笔试——面试——试讲——通知录取【联系我们】爱思维教育学校地址：博乐市文化路中央名筑西门三楼工作地址：博乐市文化路中央名筑西门三楼
博乐|销售精英+年薪8万以上,我家房产,博尔塔拉,5000-8000元/月,销售,"包住,话补,交通补助,五险一金",高中,不限,招10人,1.小伙伴每天的工作内容：和房东聊天玩ps：房源的收集与整理（有专人培训）和客户聊天玩ps：负责客源的开发与收集（有专人培训）和手机电脑玩ps：会使用电脑与手机的基本操作2.年龄要求：按国家要求走3.公司待遇和福利：底薪+提成+奖金+公休+缴纳5险+公司任务奖励+公司年底旅游奖+两辆看房专车+贡献奖+话费补贴+端口补贴+生日红包+买车红包+买房红包+公司聚餐活动+公司外出游玩活动+公司免费看电影活动+省略10000字4.你属于哪一类：如果你工作只有一点认真，每个月收入3000-5000左右如果你工作比较认真，每个月收入5000-8000左右如果你工作很认真，每个月收入8000-12000左右如果你工作特别认真，每个月收入12000-20000左右如果工作你不要命了，收入就只比马云低一点5.我家房产公司简介：我们是一支在博乐人数庞大的团队，我们是一支业绩在博乐名列前茅的团队，我们是一支团结进步的团队，我们是一支有活力的团队，我们是一支欢迎各位小伙伴加入的团队！
博乐|聘不一样销售,新疆永进和商贸有限公司,博尔塔拉,面议,销售,"年底双薪,包吃,周末双休,交通补助,加班补助",不限,不限,招2人,业务主管，主要负责公司业务在当地的推广发展，要求品行端正，认真负责，有较强的职业责任感。
罗阳|幼儿园主班老师,博罗县罗阳蓝彩虹幼儿园有限公司,博罗,3000-4500元/月,幼教/早教,"包吃,包住,周末双休",不限,不限,招6人,1、专科及以上学历，心理学、幼儿教育等相关专业；2、具有2年以上幼教教学经验者优先考虑；3、具有一定的管理经验，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐；6、热爱教育事业，工作积极主动、责任心强。
龙溪城区|招聘副班老师,博罗县龙溪镇安琪儿幼儿园,博罗,面议,幼教/早教,"包住,包吃,五险一金,周末双休",不限,不限,招3人,岗位职责：1、负责幼儿园分配的一个班级的所有工作；2、勤奋好学，有上进心，能坚持不懈的有理想者优先；1、学历不限，心理学、幼儿教育等相关专业；2、幼教经验不限；3、具有一定耐心，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、具有一定的文艺表演能力，普通话标准，口齿伶俐者优先；6、热爱教育事业，工作积极主动、责任心强、心态好。工作时间：2020年2月9号开始上班
龙溪城区|急招幼儿园班主任,博罗县龙溪镇安琪儿幼儿园,博罗,面议,幼教/早教,"包住,包吃,五险一金,周末双休",中专,1-2年,招2人,岗位职责：1、负责幼儿园分配的一个班级的所有工作；2、收集、整理家园教育资料，并及时归档。任职资格：1、学历不限，心理学、幼儿教育等相关专业；2、具有1~2年以上幼教教学经验者优先考虑；3、具有一定的幼教组织管理经验，带班能力强，家长沟通能力强优先，亲和力强；4、熟悉儿童生活习性，了解儿童心理；5、勤奋好学，能吃苦，能坚持长期，有上进心者；6、热爱教育事业，工作积极主动、责任心强、心态好。工作时间：2020年2月9日开始上班
石湾|高端养老院护理员包住宿,广州爱知养老服务有限公司,博罗,4000-6000元/月,医院/医疗/护理,"五险一金,包住,房补,话补,交通补助",中专,不限,招6人,岗位要求1、根据长者的护理级别进行生活护理：如厕、沐浴、饮食等。2、护理工作中加强与长者沟通，维护长者的安全，协助其上下床，坐轮椅，摆放体位及在指导下活动关节严格做好交接班工作，做好当班记录，发现问题及时向上级部门汇报。3、协助长者参加各种娱乐活动，加强长者活动时安全管理。4、完成上司交代的其他护理工作5、工作时间弹性任职要求：1、18-45岁，具备良好职业操守，热爱养老服务事业，责任心强，遵纪守法有服务意识，身体健康无传染病。2、具有初中及以上学历优先考虑。3、会粤语者优先。5、对于有意愿从事养老服务而缺乏经验的应聘者，将充分考虑其综合素质，提供各种培训机会。
罗阳城区|保安每月休息4天,广东泰和世纪保安服务有限公司,博罗,3400-5000元/月,家政保洁/安保,"包住,包吃",不限,不限,招50人,岗位职责：负责安保服务，有责任心，无犯罪记录。任职资格：年龄18-40岁，身高172CM以上工作时间：8小时制度，每月休息4天
柏塘|装配电工,惠州市高盛达机械设备有限公司,博罗,面议,普工/技工,"包住,包吃,加班补助,饭补,房补",技校,3-5年,招1人,1、有电工证，要求有3年以上挤出设备布线、安装、调试经验。（电控柜接线，低压电器，PLC操作等），熟悉电气柜的装配。2、工作认真负责，态度严谨。
